14	2	4	5
07	4	5	4
21	4	3	4
12	3	3	1
22	5	5	5
25	5	4	5
13	3	2	4
09	5	4	4
32	4	3	5
05	3	5	4
41	4	4	4
27	5	5	5
03	5	4	3
11	2	3	3
01	3	4	3
04	3	4	3
38	5	3	3
10	2	3	3
40	4	4	5
34	4	3	4
35	3	4	5
02	3	3	3
33	5	5	5
18	2	3	4
17	5	5	3
08	2	3	2
20	2	3	3
06	4	2	3
30	5	3	3
29	3	4	3
23	3	3	5
26	3	5	4
31	5	5	5
42	5	3	5
28	5	5	2
24	2	5	5
